Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Northumberland,12/07/2020,91,86,3337,90843,100.2,94.7,3673.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Luzerne,03/13/2021,66,60.3,25741,317417,20.8,19,8109.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Crawford,07/11/2020,0,1.4,81,84629,0,1.7,95.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Montgomery,02/05/2021,238,225.3,49660,830915,28.6,27.1,5976.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Mifflin,05/06/2021,17,14.1,5268,46138,36.8,30.7,11417.9,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Schuylkill,11/12/2020,64,56.1,2800,141359,45.3,39.7,1980.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Venango,09/05/2020,0,0.3,81,50668,0,0.6,159.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Beaver,07/10/2020,13,14.7,829,163929,7.9,9,505.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Crawford,09/14/2020,3,2.9,276,84629,3.5,3.4,326.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Monroe,08/31/2020,2,2.3,1730,170271,1.2,1.3,1016,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lebanon,11/29/2020,55,80.6,5357,141793,38.8,56.8,3778,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Berks,11/20/2020,152,168.1,12391,421164,36.1,39.9,2942.1,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Franklin,02/16/2021,43,39.3,12222,155027,27.7,25.3,7883.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Carbon,03/31/2020,7,3.3,24,64182,10.9,5.1,37.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Montgomery,02/02/2021,151,354.4,49023,830915,18.2,42.7,5899.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Pike,12/05/2020,18,17,992,55809,32.3,30.5,1777.5,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Centre,05/14/2021,17,13.4,16756,162385,10.5,8.3,10318.7,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Elk,01/16/2021,16,37.3,1938,29910,53.5,124.7,6479.4,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Philadelphia,02/13/2021,195,337.7,110120,1584064,12.3,21.3,6951.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Union,04/02/2021,17,11.4,5490,44923,37.8,25.4,12220.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cambria,07/26/2020,1,7.1,236,130192,0.8,5.5,181.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Columbia,05/28/2020,0,0.6,348,64964,0,0.9,535.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Butler,07/10/2020,6,10,412,187853,3.2,5.3,219.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lebanon,04/15/2021,80,58.4,14619,141793,56.4,41.2,10310.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Luzerne,12/04/2020,304,232.6,11116,317417,95.8,73.3,3502,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Elk,09/28/2020,0,0.9,80,29910,0,2.9,267.5,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Union,06/02/2021,1,1.7,6133,44923,2.2,3.8,13652.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Delaware,04/30/2020,150,120.1,3918,566747,26.5,21.2,691.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Susquehanna,02/08/2021,13,10,1602,40328,32.2,24.8,3972.4,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
McKean,05/21/2021,11,5.1,3740,40625,27.1,12.7,9206.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clearfield,01/20/2021,58,40.3,5320,79255,73.2,50.8,6712.5,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Montour,01/26/2021,6,12.7,1556,18230,32.9,69.7,8535.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Cumberland,09/26/2020,17,14.1,1864,253370,6.7,5.6,735.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Montgomery,03/08/2021,126,157.3,55062,830915,15.2,18.9,6626.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Montgomery,12/28/2020,412,404.4,35092,830915,49.6,48.7,4223.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Elk,10/04/2020,1,1,87,29910,3.3,3.3,290.9,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Columbia,10/21/2020,7,3.4,1050,64964,10.8,5.3,1616.3,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Philadelphia,02/10/2021,387,363.6,109251,1584064,24.4,23,6896.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Beaver,04/18/2021,14,52.6,14205,163929,8.5,32.1,8665.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,10/02/2020,54,49.4,8175,545724,9.9,9.1,1498,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lebanon,05/01/2021,34,47.9,15457,141793,24,33.8,10901.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Snyder,11/14/2020,10,17.6,717,40372,24.8,43.5,1776,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Northumberland,07/11/2020,3,2.7,353,90843,3.3,3,388.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Warren,03/18/2021,1,3.1,2249,39191,2.6,8,5738.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Centre,04/04/2020,6,3.3,51,162385,3.7,2,31.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Centre,04/23/2020,2,1,86,162385,1.2,0.6,53,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lancaster,08/13/2020,44,46.4,6159,545724,8.1,8.5,1128.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Monroe,08/30/2020,1,3,1728,170271,0.6,1.8,1014.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Pike,06/03/2021,2,2.3,3999,55809,3.6,4.1,7165.5,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lehigh,10/02/2020,19,23,5796,369318,5.1,6.2,1569.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,03/12/2021,8,4.4,2729,36233,22.1,12.2,7531.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Erie,04/16/2020,3,2.1,55,269728,1.1,0.8,20.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Monroe,11/11/2020,41,33.3,2441,170271,24.1,19.5,1433.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Beaver,10/02/2020,8,12,1968,163929,4.9,7.3,1200.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Westmoreland,03/28/2021,110,101.4,29001,348899,31.5,29.1,8312.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Beaver,10/23/2020,25,11.1,2214,163929,15.3,6.8,1350.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Wayne,07/19/2020,1,1,149,51361,1.9,1.9,290.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Centre,05/31/2021,1,4,16860,162385,0.6,2.5,10382.7,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lebanon,06/02/2021,4,7.4,16129,141793,2.8,5.2,11375,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Cambria,08/08/2020,3,9.9,351,130192,2.3,7.6,269.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Elk,11/05/2020,18,10.7,258,29910,60.2,35.8,862.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Crawford,10/02/2020,4,2.4,336,84629,4.7,2.9,397,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Cumberland,10/21/2020,24,20.1,2324,253370,9.5,7.9,917.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Susquehanna,03/09/2021,7,4.7,1757,40328,17.4,11.7,4356.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Northumberland,07/27/2020,6,3.9,404,90843,6.6,4.2,444.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lehigh,05/08/2021,42,67.3,38816,369318,11.4,18.2,10510.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bucks,09/30/2020,36,36.7,8896,628270,5.7,5.8,1416,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Greene,10/16/2020,3,1.7,228,36233,8.3,4.7,629.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Cumberland,05/11/2020,8,11.3,469,253370,3.2,4.5,185.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lebanon,04/02/2021,47,41,13983,141793,33.1,28.9,9861.6,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Montgomery,03/18/2020,6,4.9,47,830915,0.7,0.6,5.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Franklin,07/31/2020,8,12.3,1286,155027,5.2,7.9,829.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Union,12/12/2020,33,36.1,2151,44923,73.5,80.5,4788.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Schuylkill,11/16/2020,63,65.9,3094,141359,44.6,46.6,2188.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Montgomery,11/18/2020,361,291.6,18450,830915,43.4,35.1,2220.4,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Dauphin,04/04/2020,25,13.4,128,278299,9,4.8,46,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Bucks,09/07/2020,26,37.1,8073,628270,4.1,5.9,1285,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
McKean,05/31/2021,0,3.4,3776,40625,0,8.4,9294.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Cumberland,04/12/2021,115,60.6,18689,253370,45.4,23.9,7376.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Elk,12/23/2020,56,42.6,1270,29910,187.2,142.3,4246.1,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Chester,04/12/2020,28,41.9,604,524989,5.3,8,115.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Delaware,03/11/2021,125,111.1,42005,566747,22.1,19.6,7411.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Somerset,06/15/2020,0,0.3,43,73447,0,0.4,58.5,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Berks,03/20/2020,4,1.4,10,421164,0.9,0.3,2.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bucks,04/10/2020,97,85.7,1124,628270,15.4,13.6,178.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Tioga,06/23/2020,0,0.4,24,40591,0,1.1,59.1,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Indiana,05/12/2021,7,16.9,6166,84073,8.3,20.1,7334.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lancaster,04/23/2020,89,59.4,1452,545724,16.3,10.9,266.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Delaware,09/21/2020,32,32.4,11265,566747,5.6,5.7,1987.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Warren,02/06/2021,15,7.1,2075,39191,38.3,18.2,5294.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Elk,12/28/2020,42,32,1363,29910,140.4,107,4557,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Chester,05/20/2021,67,41.7,40322,524989,12.8,7.9,7680.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Crawford,06/11/2021,3,5.7,7524,84629,3.5,6.8,8890.6,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Centre,06/15/2020,1,2.1,179,162385,0.6,1.3,110.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Philadelphia,08/20/2020,122,112.7,28374,1584064,7.7,7.1,1791.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Erie,10/27/2020,27,23.1,2090,269728,10,8.6,774.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Dauphin,07/28/2020,18,19.9,2613,278299,6.5,7.1,938.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Chester,04/15/2021,166,189.4,36940,524989,31.6,36.1,7036.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Dauphin,03/30/2020,8,5.9,45,278299,2.9,2.1,16.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Centre,06/07/2020,1,0.4,163,162385,0.6,0.3,100.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Franklin,05/16/2020,23,19.7,627,155027,14.8,12.7,404.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,09/15/2020,11,14.1,5457,369318,3,3.8,1477.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Dauphin,06/04/2020,29,28.4,1442,278299,10.4,10.2,518.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Erie,09/20/2020,6,9,1509,269728,2.2,3.3,559.5,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Franklin,12/31/2020,82,99.9,8775,155027,52.9,64.4,5660.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lancaster,10/18/2020,25,53.9,8998,545724,4.6,9.9,1648.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Somerset,12/15/2020,183,142,3645,73447,249.2,193.3,4962.8,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Pennsylvania,04/12/2021,7082,4590.9,1083387,12801989,55.3,35.9,8462.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,10/20/2020,197,227.9,36570,1584064,12.4,14.4,2308.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lehigh,03/05/2021,79,74.9,31288,369318,21.4,20.3,8471.8,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Columbia,09/20/2020,1,3.1,882,64964,1.5,4.8,1357.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Cumberland,05/24/2020,7,10.9,604,253370,2.8,4.3,238.4,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Centre,06/10/2020,0,0.7,165,162385,0,0.4,101.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Chester,05/27/2020,52,40.4,2569,524989,9.9,7.7,489.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Washington,05/04/2020,0,1.4,128,206865,0,0.7,61.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Wayne,01/21/2021,20,21.4,2541,51361,38.9,41.7,4947.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Columbia,05/01/2021,13,23.7,5524,64964,20,36.5,8503.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Centre,11/30/2020,19,78.1,6579,162385,11.7,48.1,4051.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Bucks,07/03/2020,17,19.3,5867,628270,2.7,3.1,933.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Northumberland,11/06/2020,15,19.7,1751,90843,16.5,21.7,1927.5,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Mercer,12/31/2020,70,72.7,6112,109424,64,66.5,5585.6,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Cambria,07/27/2020,10,7.4,246,130192,7.7,5.7,189,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Susquehanna,06/01/2021,6,2,2640,40328,14.9,5,6546.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Schuylkill,01/20/2021,84,93.7,10577,141359,59.4,66.3,7482.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Northampton,10/15/2020,40,32.9,5023,305285,13.1,10.8,1645.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Beaver,06/26/2020,4,3.4,648,163929,2.4,2.1,395.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Blair,08/06/2020,10,9,272,121829,8.2,7.4,223.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Cumberland,07/07/2020,9,8.4,917,253370,3.6,3.3,361.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lehigh,12/07/2020,295,316.4,13861,369318,79.9,85.7,3753.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Allegheny,08/18/2020,28,66,9595,1216045,2.3,5.4,789,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Crawford,09/19/2020,2,5,305,84629,2.4,5.9,360.4,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Wayne,05/27/2020,0,0.9,120,51361,0,1.7,233.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Snyder,05/08/2020,0,0.1,38,40372,0,0.4,94.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
McKean,04/20/2021,8,11,3388,40625,19.7,27.1,8339.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clinton,06/06/2020,0,0.7,61,38632,0,1.8,157.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Northumberland,01/27/2021,40,49.4,6758,90843,44,54.4,7439.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Schuylkill,03/01/2021,30,17.7,12086,141359,21.2,12.5,8549.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
McKean,11/29/2020,11,13.9,511,40625,27.1,34.1,1257.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Greene,09/02/2020,5,1.4,158,36233,13.8,3.9,436.1,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Tioga,06/25/2020,0,0.4,24,40591,0,1.1,59.1,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Snyder,04/28/2021,4,4.6,3506,40372,9.9,11.3,8684.2,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Chester,11/23/2020,123,169.7,11260,524989,23.4,32.3,2144.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lebanon,10/11/2020,15,27.9,2371,141793,10.6,19.6,1672.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
York,06/08/2020,15,10.4,1112,449058,3.3,2.3,247.6,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Berks,08/15/2020,30,30.3,5599,421164,7.1,7.2,1329.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Montgomery,05/07/2020,123,87.4,5121,830915,14.8,10.5,616.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Washington,06/11/2020,2,1.7,159,206865,1,0.8,76.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Montgomery,09/13/2020,55,36.9,11649,830915,6.6,4.4,1401.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Chester,03/31/2020,22,18.9,187,524989,4.2,3.6,35.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Franklin,11/14/2020,26,64.6,3108,155027,16.8,41.7,2004.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lycoming,01/19/2021,67,59.9,7622,113299,59.1,52.8,6727.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Chester,03/29/2020,11,16.9,150,524989,2.1,3.2,28.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Carbon,06/29/2020,0,1.6,281,64182,0,2.4,437.8,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Montgomery,05/27/2021,31,40.7,69962,830915,3.7,4.9,8419.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Pennsylvania,03/06/2021,1537,2424.1,949340,12801989,12,18.9,7415.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,11/10/2020,33,46.6,2811,155027,21.3,30,1813.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Potter,06/04/2021,2,1.3,1190,16526,12.1,7.8,7200.8,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Greene,11/29/2020,9,19.6,752,36233,24.8,54,2075.5,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Franklin,06/08/2020,1,2.6,803,155027,0.6,1.7,518,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,01/09/2021,287,339.3,23701,369318,77.7,91.9,6417.5,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Philadelphia,02/16/2021,540,292.4,110911,1584064,34.1,18.5,7001.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Crawford,08/14/2020,0,4,181,84629,0,4.7,213.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Centre,06/28/2020,0,2.1,206,162385,0,1.3,126.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Columbia,10/10/2020,4,6.6,1015,64964,6.2,10.1,1562.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Delaware,05/26/2020,42,53.4,6345,566747,7.4,9.4,1119.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Centre,03/21/2021,23,69.4,14141,162385,14.2,42.8,8708.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Cambria,09/01/2020,7,4.3,496,130192,5.4,3.3,381,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Schuylkill,02/04/2021,59,42.9,11444,141359,41.7,30.3,8095.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bucks,09/12/2020,30,30.9,8236,628270,4.8,4.9,1310.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Snyder,10/13/2020,2,4.4,451,40372,5,11,1117.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Luzerne,04/28/2021,111,98.3,30256,317417,35,31,9531.9,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Bucks,02/18/2021,123,165.1,43523,628270,19.6,26.3,6927.4,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
McKean,01/16/2021,27,25.1,2297,40625,66.5,61.9,5654.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lebanon,02/07/2021,32,49.1,12180,141793,22.6,34.7,8590,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Columbia,02/25/2021,11,8.7,4613,64964,16.9,13.4,7100.9,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Snyder,08/05/2020,1,1,105,40372,2.5,2.5,260.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Wayne,05/25/2020,0,1.1,120,51361,0,2.2,233.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Delaware,05/29/2020,47,41.9,6472,566747,8.3,7.4,1142,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Allegheny,03/28/2020,47,32.6,267,1216045,3.9,2.7,22,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Columbia,08/12/2020,2,1.7,489,64964,3.1,2.6,752.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Cambria,12/10/2020,257,213.3,6751,130192,197.4,163.8,5185.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Montgomery,01/26/2021,357,312.4,46542,830915,43,37.6,5601.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Snyder,05/24/2020,0,0.3,41,40372,0,0.7,101.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Cumberland,09/10/2020,12,10.9,1660,253370,4.7,4.3,655.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Adams,11/30/2020,19,33.7,2075,103009,18.4,32.7,2014.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
McKean,11/05/2020,2,4.4,199,40625,4.9,10.9,489.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
